source_platform,source_url,date,review_text,product_mentioned,rating,country_language
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=5f0627c3-bd29-452f-99da-d7663451167d,2026-08-19T15:39:39,"A very beautiful dress, perfect stich.But the only thing i was dissatisfied is i thought the gold pattern was embroidery but in reality it's just gold print. Otherwise the fit and outlook is really good. Thank you.",general,5,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=ba5c9926-b629-4b9e-810e-1f3d0f79f020,2026-08-19T15:37:47,without seeing my return product they claimed that they have footage of my product. I am using first time Myntra in my life and this is wrost service. Other apps provided better service as compared to this.wrost service of my life delivery agent update status that quality check failed without seeing my return product and the Myntra team saying that they have investigated and find everything okay. send me the footage if you investigated this. Wrost service they don't care about customer value,general,1,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=f55b8af8-85fc-46e7-b033-657b766eba82,2026-08-19T15:30:46,I LIKE MYNTRA,general,5,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=43ef69b5-5eb2-415b-90e2-eaa7249ea2ae,2026-08-19T15:24:10,very useful and time saving app...,general,5,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=ca0b8fb0-8cb0-4f75-910a-256c9f73aeaf,2026-08-19T15:18:00,my best one and only shopping app. go for itt!!!,general,5,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=73d10e9f-7e21-4ef1-b7ef-97a10e935a8a,2026-08-19T15:15:17,one of worst service provider and not delivered the item in exact date as mentioned I am this stupid mistake continuously 👎👎,general,1,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=41358318-29cc-4b18-82a6-f5f533fb0de0,2026-08-19T15:08:04,myntra app really awesome 👍....I am so glad to use it...,general,5,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=b31dcb8b-5140-437a-a656-c7b92352b57c,2026-08-19T15:05:58,fast delivari and good produced,general,5,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=ed331217-ac1b-47e6-8301-253eef720461,2026-08-19T15:01:57,"Extremely disappointed with Myntra's service. The product quality is terrible, delivery was heavily delayed, and the customer support is completely unhelpful. Definitely not recommended. 1/5 stars.""",general,1,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=d7ab8ac4-f7e6-44ab-862b-c96b19e644b9,2026-08-19T15:01:37,Good to use easy to use and it is trusted also,general,5,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=abc0ef45-59cd-4782-bfd3-451b43dfe6ed,2026-08-19T14:58:55,nice app with exciting offers,general,5,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=5cae7981-3861-4668-bb8a-001f175c29af,2026-08-19T14:57:43,best shopping app... i am really happy,general,5,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=7651c953-0762-4c09-8588-bdcced15dded,2026-08-19T14:36:58,wonderful app for shopping,general,5,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=25e76cb9-825c-42a7-85bf-bbf7d05fc930,2026-08-19T14:36:39,very nice 💯,general,5,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=4c0ff5bb-8feb-4ab5-9c07-e8b75b997370,2026-08-19T14:25:59,customer friendly app too good,general,5,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=a37d9f15-6944-4f00-94d3-cb9d2add5cb1,2026-08-19T14:22:26,"Fantastic experience in ordering, payment and product detailing",general,5,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=d4f52aa8-6126-4bf2-b3a2-dded6b932318,2026-08-19T14:19:07,excellent customer service app 👍 product quality always in good condition and service is good I am always purchasing by this app,general,5,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=7c84660d-f780-4ec0-9d14-4b87c640467e,2026-08-19T14:17:54,don't deliver on the said date delivery is always delivered delayed and cancel themselves and say that the order is cancelled for unwanted reasons my multiple orders have been cancelled unwanted reasons most worst thing is that day charge platform fee cash on handling fee which is not refundable if the product is returned,general,1,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=cad62812-e514-46bb-b0ca-4c586987ea94,2026-08-19T14:17:22,very good aap,general,5,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=8f4a6808-5f92-411d-a1ef-9558dafdcbe8,2026-08-19T14:14:02,very good product,general,5,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=93a6b207-e7a4-4d9a-9135-75bcf533e557,2026-08-19T14:12:16,delivery is not faster,general,1,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=a9edcf07-5b98-4da1-84da-ee507974ddbb,2026-08-19T14:08:18,i trusted on myntra last five years... original product and fast delivery 💖,general,5,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=6e7d7045-24d7-491e-9e01-a59849122f1d,2026-08-19T13:49:10,it was very much better rakhii,general,5,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=3c93ada9-b317-4623-88d1-6cdc74c9cf86,2026-08-19T13:45:52,Myntra app is deactivated and not able to longin,general,1,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=d1961c17-1d8f-40ef-bd5a-7704961c4fee,2026-08-19T13:44:01,wow ! fully satisfied,general,5,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=8ede650e-999d-412b-a414-92524e52e5a0,2026-08-19T13:43:12,amazing service providers for myntra . i am happy 😁 lowest price get best fashion items provided. thank you 👍🏻😊 myntra,general,5,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=14ea0ed0-d611-4dbe-96ed-b2f9630275a4,2026-08-19T13:39:14,"myntra is doing amazing especially it's style exchange is so unique , refund is amazing, go for it",general,5,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=ff526d45-01ba-418f-9366-44b268f088d1,2026-08-19T13:35:09,osm products are been delivered,general,5,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=c4fd0f5c-443d-4ec3-96af-7711cf02df17,2026-08-19T13:30:05,this app is very good 👍,general,5,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=18685182-1bf4-41d4-b726-08f790fa253a,2026-08-19T13:22:47,absolutely 100% original quality,general,4,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=acd17f58-f3b8-4aa5-bb2f-848b038e5ef2,2026-08-19T13:12:07,very good experience 😃👍,general,5,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=ef81aeb8-d6a8-4f12-a34b-f5e22ae9977c,2026-08-19T13:09:03,the product Myntra shows is one of best quality,general,5,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=a86a9477-f21f-4eda-b279-fc18fb5d0015,2026-08-19T13:05:05,love this app,general,5,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=b9950f9a-bc14-4c3f-93b2-beece509000b,2026-08-19T13:00:34,poor experience and A lot of scams happen on Myntra.,general,1,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=f834b05c-2aaa-4ce9-9c1e-c8b36162e82f,2026-08-19T13:00:22,very good app....For brand purchase...original and authentic product ... Good for it ....,general,5,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=d3b0989b-b95b-4310-8278-9c74bd5c7e5f,2026-08-19T12:57:55,veryyyy veryy6 goodddd 💗🫶🏻,general,5,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=8458363a-579c-4744-af6c-a90b5c344b83,2026-08-19T12:55:03,Bakawas service Bakawas App....All Time Delivered Fake and duplicate products.. return option is not visible...1 Monthno one pick up return order .... customer service also disgusting please don't use Myntra app it's very very bad,general,1,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=f967a89e-7664-409d-98b0-0b25944e15e4,2026-08-19T12:54:34,Good quality and varieties of products are available at Myntra you must visit and buy accordingly.,general,5,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=938a1b7e-3b37-44f3-b065-36a1d31d6492,2026-08-19T12:54:00,been using Myntra for about 12 years. over the years they have improved a lot and gives peace of mind in choosing genuine products. however the platform fee is too high,general,4,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=90e46fdc-d7d7-4858-8957-8801ed1ba923,2026-08-19T12:52:26,Myntra is honestly one of my favourite shopping apps! ❤️ The app is very easy to use. the collection is amazing & there are always great discounts & offers. I love how easy it is to search products compare options & check reviews before buying. The product variety is excellent & the overall shopping experience is smooth and convenient. 🛍️ Delivery & packaging have also been good in my experience & the return/exchange process is quite convenient. Thank u Myntra for making online shopping so easy,general,5,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=e5973c57-1640-4ae7-900d-b3fe74dca1a1,2026-08-19T12:51:43,nice app and great product take a but longer for deliver products,general,5,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=8e507734-7f37-499d-84c6-bd2065015978,2026-08-19T12:50:53,"Good, but not budget friendly for everyone!",general,5,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=f550ea2a-ef78-4330-95f4-ed0900093de8,2026-08-19T12:50:13,myntra sarvice sabse bekar hai mara order 14 August ko delivered hona tha or aaj 19 august ho gyi hai aaj tak Oder nhi aaya inki helpline pr baat kro to next time next bolte hai koi kuch bhi help nhi krte sabse bekar platform hai 👎👎👎,general,1,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=12a8be28-417f-45a9-b2f2-b759e364ae6c,2026-08-19T12:47:42,Best quality of product,general,5,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=299e8818-893e-4de7-9a11-56fd8e20ad8c,2026-08-19T12:45:02,"today 19 Jul 26 almost 70 days passed, I returned a product worth ₹10,999 but have still not received my refund since 8 jun 26 order. Customer support keeps giving different instructions—first chargeback, then bank statement, bank details, and now a bank denial letter. I have submitted every document requested, yet there is no resolution. I have spent weeks following up and visiting my bank. worst ever merchant in my life. please don't buy anything here 🙏. myntra is complete fraud and scam.",general,1,IN/en
google_play,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=94d225c5-60b3-4d33-8410-64b62751d708,2026-08-19T12:42:28,Myntra's return policy is complicated when you receive the wrong product. I have been waiting for days and still the issue is not getting resolved. Also their packaging is the worst.,general,1,IN/en
